issue_id	function_address	function_name	occurrence	decompiler_line	classification	reason	compiler_blocker	abi_blocker	excerpt
004E2190/raw_pointer_offset/c5fbe7644221/1	004E2190	FUN_004e2190	2	17	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(*(int *)((int)this + (int)param_1 * 0x28 + 0x4d4) != 0)) {
004E2190/raw_pointer_offset/f3a31dae2636/1	004E2190	FUN_004e2190	1	14	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	pRVar1 = *(RecoveredRecordView_005EFAE0_855D930D **)((int)this + (int)param_1 * 0x28 + 0x4d0);
004E2200/raw_pointer_offset/1f34adaed86b/1	004E2200	FUN_004e2200	1	10	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((*(int *)((int)this + param_1 * 0x28 + 0x4d0) == param_2) &&
004E2200/raw_pointer_offset/41d2466c640e/1	004E2200	FUN_004e2200	7	16	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 0x28 + 0x4f0) = 0;
004E2200/raw_pointer_offset/4da3a8ec81a2/1	004E2200	FUN_004e2200	3	12	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 0x28 + 0x4e0) = param_3;
004E2200/raw_pointer_offset/5665306008fc/1	004E2200	FUN_004e2200	8	17	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 0x28 + 0x4f4) = 0;
004E2200/raw_pointer_offset/6ca992e65c53/1	004E2200	FUN_004e2200	4	13	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 0x28 + 0x4dc) = param_3;
004E2200/raw_pointer_offset/6fc1d169b516/1	004E2200	FUN_004e2200	6	15	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 0x28 + 0x4ec) = 0;
004E2200/raw_pointer_offset/79fbefc529fd/1	004E2200	FUN_004e2200	5	14	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(uint *)((int)this + param_1 * 0x28 + 0x4e8) = g_playSystem_00802A38->field_00E4;
004E2200/raw_pointer_offset/cf8a5981f651/1	004E2200	FUN_004e2200	2	11	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(*(int *)((int)this + param_1 * 0x28 + 0x4d4) != 0)) {
004E22A0/raw_pointer_offset/1f34adaed86b/1	004E22A0	FUN_004e22a0	1	10	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((*(int *)((int)this + param_1 * 0x28 + 0x4d0) == param_2) &&
004E22A0/raw_pointer_offset/aa460ef88700/1	004E22A0	FUN_004e22a0	3	12	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)this + param_1 * 0x28 + 0x4d4) = 0;
004E22A0/raw_pointer_offset/cf8a5981f651/1	004E22A0	FUN_004e22a0	2	11	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(*(int *)((int)this + param_1 * 0x28 + 0x4d4) != 0)) {
004E22F0/raw_pointer_offset/533a2e64427b/1	004E22F0	FUN_004e22f0	1	20	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((iVar1 == 0) && (*(int *)((int)this + param_1 * 0x28 + 0x4d4) != 0)) {
004E2340/raw_pointer_offset/1f34adaed86b/1	004E2340	FUN_004e2340	1	19	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if ((*(int *)((int)this + param_1 * 0x28 + 0x4d0) == param_2) &&
004E2340/raw_pointer_offset/9ae96343c048/1	004E2340	FUN_004e2340	3	38	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	iVar6 = *(int *)((int)this + param_1 * 0x28 + 0x4e8);
004E2340/raw_pointer_offset/c91dcc5de6f6/1	004E2340	FUN_004e2340	4	42	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this + param_1 * 0x28 + 0x4e4)) /
004E2340/raw_pointer_offset/cf8a5981f651/1	004E2340	FUN_004e2340	2	20	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(*(int *)((int)this + param_1 * 0x28 + 0x4d4) != 0)) {
004E3200/raw_pointer_offset/a01a35d231af/1	004E3200	TLOBaseTy::sub_004E3200	2	69	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)(param_1[1] + 0xc) = 0;
004E3200/raw_pointer_offset/d5a5bd15a6bd/1	004E3200	TLOBaseTy::sub_004E3200	1	68	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	*(undefined4 *)(*param_1 + 0xc) = 0;
004E4670/raw_pointer_offset/f661a4d6920b/1	004E4670	FUN_004e4670	1	21	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (STField<uint>(param_1,0x24) == (uint)*(byte *)(STField<int>(param_1,0x10) + 0x112d)) {
004E46F0/raw_pointer_offset/098e51be446a/1	004E46F0	FUN_004e46f0	1	51	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (param_1[9] == (uint)*(byte *)(param_1[4] + 0x112d)) {
004E46F0/raw_pointer_offset/42640f377b36/1	004E46F0	FUN_004e46f0	2	54	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	pSVar4 = thunk_FUN_0042b760((char)param_1[9],*(ushort *)(param_1 + 0xc));
004EF020/raw_pointer_offset/32f1f2bc7fbd/1	004EF020	BldBoatPanelTy::Update	1	35	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	uVar4 = *(uint *)((&this_00->field_027A)[(byte)this_00->field_0279] + 0xc);
004EF020/raw_pointer_offset/a13b1fd819e4/1	004EF020	BldBoatPanelTy::Update	2	42	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	uVar2 = *(uint *)((&this_00->field_027A)[(byte)this_00->field_0278] + 0xc);
004EF140/raw_pointer_offset/4a061d565a18/1	004EF140	BldBoatPanelTy::sub_004EF140	1	38	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(uint *)((&this->field_027A)[(byte)this->field_0278] + 0xc));
004EFFE0/raw_pointer_offset/181c388dd6ff/1	004EFFE0	BldLabPanelTy::PaintUpdBut	1	49	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	local_c = *(short *)((int)this->field_0188 + 0x23) + -1;
004F0B60/raw_pointer_offset/52ac2b584651/1	004F0B60	BldObjPanelTy::Update	2	42	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	uVar2 = *(uint *)((&this_00->field_027E)[(byte)this_00->field_0278] + 0xc);
004F0B60/raw_pointer_offset/fbad9427a71f/1	004F0B60	BldObjPanelTy::Update	1	35	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	uVar4 = *(uint *)((&this_00->field_027E)[(byte)this_00->field_0279] + 0xc);
004F0C80/raw_pointer_offset/f4990f13c79b/1	004F0C80	BldObjPanelTy::sub_004F0C80	1	38	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(uint *)((&this->field_027E)[(byte)this->field_0278] + 0xc));
004F1890/raw_pointer_offset/a84f69a9475c/1	004F1890	CPanelTy::sub_004F1890	2	28	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	(uint)*(byte *)((int)this->field_0308 + (param_1 - 0x1e)));
004F1890/raw_pointer_offset/e74abc71078c/1	004F1890	CPanelTy::sub_004F1890	1	27	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	pRVar2 = FUN_0070b650(*(short **)((int)this->field_0308 + (uint)param_1 * 4 + -0x26),
004F42A0/raw_pointer_offset/928963d9104e/1	004F42A0	CPanelTy::PaintTab	1	39	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	local_c = *(int *)((param_2->arg0).u32 + 0x10);
004F42A0/raw_pointer_offset/a7b060a5d008/1	004F42A0	CPanelTy::PaintTab	2	41	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	local_10 = *(int *)((param_2->arg0).u32 + 0xc) - (&this->field_003C)[uVar2];
004F80A0/raw_pointer_offset/00980d11d21c/1	004F80A0	CPanelTy::PaintTV	5	90	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if (**(short **)((int)this_00->field_0308 + uVar12 * 4 + -0x26) <= (short)(ushort)bVar9) {
004F80A0/raw_pointer_offset/28e40eae926b/1	004F80A0	CPanelTy::PaintTV	11	180	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	if (**(short **)((int)this_00->field_0308 + uVar12 * 4 + -0x26) <= (short)(ushort)*pbVar13)
004F80A0/raw_pointer_offset/311c1ce6f674/1	004F80A0	CPanelTy::PaintTV	14	222	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(char **)((int)this_00->field_0308 + uVar12 * 4 + -0x12),6,0,1,0,
004F80A0/raw_pointer_offset/3941bb7fee58/1	004F80A0	CPanelTy::PaintTV	6	113	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a))) {
004F80A0/raw_pointer_offset/3941bb7fee58/2	004F80A0	CPanelTy::PaintTV	9	171	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a))) {
004F80A0/raw_pointer_offset/3941bb7fee58/3	004F80A0	CPanelTy::PaintTV	12	212	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a))) {
004F80A0/raw_pointer_offset/6a018356220c/1	004F80A0	CPanelTy::PaintTV	3	84	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a) = this_00->field_0038;
004F80A0/raw_pointer_offset/6a018356220c/2	004F80A0	CPanelTy::PaintTV	7	115	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a) = this_00->field_0038;
004F80A0/raw_pointer_offset/6a018356220c/3	004F80A0	CPanelTy::PaintTV	10	173	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a) = this_00->field_0038;
004F80A0/raw_pointer_offset/6a018356220c/4	004F80A0	CPanelTy::PaintTV	13	214	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a) = this_00->field_0038;
004F80A0/raw_pointer_offset/71c4e09200d7/1	004F80A0	CPanelTy::PaintTV	2	83	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)this_00->field_0308 + uVar12 * 4 + -0x1a)))) {
004F80A0/raw_pointer_offset/9785096e4d84/1	004F80A0	CPanelTy::PaintTV	8	130	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(ushort **)((int)this_00->field_0308 + uVar12 * 4 + -0x26) = local_EAX_411;
004F80A0/raw_pointer_offset/998d37bc8557/1	004F80A0	CPanelTy::PaintTV	1	78	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	switch(*(undefined1 *)((int)this_00->field_0308 + (uVar12 - 0x1c))) {
004F80A0/raw_pointer_offset/e744c6dca4d3/1	004F80A0	CPanelTy::PaintTV	4	87	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	bVar9 = *(char *)((int)this_00->field_0308 + (uVar12 - 0x1e)) + 1;
004FA870/raw_pointer_offset/bbab1d0f3032/1	004FA870	CPanelTy::sub_004FA870	1	21	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)((int)this->field_0B1F + param_1 + 0x2f) = 1;
004FB060/raw_pointer_offset/381953a0c401/1	004FB060	CPanelTy::GetMessage	1	281	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)local_44->field_0B1F + uVar3 + 0x83) != '\0') {
004FB060/raw_pointer_offset/381953a0c401/2	004FB060	CPanelTy::GetMessage	2	299	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)local_44->field_0B1F + uVar3 + 0x83) != '\0') {
004FB060/raw_pointer_offset/381953a0c401/3	004FB060	CPanelTy::GetMessage	3	373	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)local_44->field_0B1F + uVar3 + 0x83) != '\0') {
004FB060/raw_pointer_offset/3b3decd3efac/1	004FB060	CPanelTy::GetMessage	4	1194	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)this_00->field_0B1F + uVar5 + 0x30) != '\0') {
004FB060/raw_pointer_offset/52d6eea2e356/1	004FB060	CPanelTy::GetMessage	5	1298	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)((int)this_00->field_0B1F + uVar5 + 0x30) = 0;
004FF110/raw_pointer_offset/1011d8d7ed14/1	004FF110	CPanelTy::SwitchTV	4	65	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)((int)this_00->field_0308 + (uVar9 - 0x1e)) = 0;
004FF110/raw_pointer_offset/1011d8d7ed14/2	004FF110	CPanelTy::SwitchTV	7	76	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)((int)this_00->field_0308 + (uVar9 - 0x1e)) = 0;
004FF110/raw_pointer_offset/17a413c0f27a/1	004FF110	CPanelTy::SwitchTV	1	52	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	cVar1 = *(char *)((int)local_10->field_0308 + (uVar9 - 0x1c));
004FF110/raw_pointer_offset/1fee5a28c05d/1	004FF110	CPanelTy::SwitchTV	2	63	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(ushort **)((int)this_00->field_0308 + uVar9 * 4 + -0x26) = puVar8;
004FF110/raw_pointer_offset/1fee5a28c05d/2	004FF110	CPanelTy::SwitchTV	6	75	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(ushort **)((int)this_00->field_0308 + uVar9 * 4 + -0x26) = puVar8;
004FF110/raw_pointer_offset/233d1f92b40a/1	004FF110	CPanelTy::SwitchTV	3	64	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(undefined1 *)((int)this_00->field_0308 + (uVar9 - 0x1c)) = 5;
004FF110/raw_pointer_offset/f57ed23aab11/1	004FF110	CPanelTy::SwitchTV	5	67	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(char **)((int)this_00->field_0308 + uVar9 * 4 + -0x12) = pcVar7;
004FF110/raw_pointer_offset/f57ed23aab11/2	004FF110	CPanelTy::SwitchTV	8	93	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	*(char **)((int)this_00->field_0308 + uVar9 * 4 + -0x12) = pcVar7;
005007A0/raw_pointer_offset/23afde727ddb/1	005007A0	CPanelTy::SetNewDeep	2	130	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	cVar1 = *(char *)((int)local_10->field_0B1F + (byte)local_10->field_02A8 + 0x6e);
005007A0/raw_pointer_offset/5e921005b697/1	005007A0	CPanelTy::SetNewDeep	1	86	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)local_10->field_0B1F + uVar9 + 0x6e) == '\0') {
005007A0/raw_pointer_offset/afd947bbf844/1	005007A0	CPanelTy::SetNewDeep	3	159	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	*(undefined4 *)((int)pCVar4->field_0308 + (int)pRVar12 * 4 + -0x5e) = 0;
00500BD0/raw_pointer_offset/7a023adb08ec/1	00500BD0	CPanelTy::PaintNewDeep	4	57	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	bVar8 = *(char *)((int)pCVar4->field_0308 + (uVar6 - 0x62)) + 1;
00500BD0/raw_pointer_offset/890f0f620f01/1	00500BD0	CPanelTy::PaintNewDeep	5	94	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	cVar5 = *(char *)((int)pCVar4->field_0B1F + (byte)pCVar4->field_02A8 + 0x6e);
00500BD0/raw_pointer_offset/91d5c16258cd/1	00500BD0	CPanelTy::PaintNewDeep	1	52	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if ((*(char *)((int)pCVar4->field_0308 + (uVar6 - 0x60)) != -1) &&
00500BD0/raw_pointer_offset/cb4ceaae0881/1	00500BD0	CPanelTy::PaintNewDeep	3	54	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)((int)pCVar4->field_0308 + uVar6 * 4 + -0x5e) = pCVar4->field_0038;
00500BD0/raw_pointer_offset/ee49bf48c565/1	00500BD0	CPanelTy::PaintNewDeep	2	53	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(199 < (uint)(pCVar4->field_0038 - *(int *)((int)pCVar4->field_0308 + uVar6 * 4 + -0x5e)))) {
00502360/raw_pointer_offset/facb9402120f/1	00502360	CPanelTy::SetControlBoat	1	155	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)local_bb0 + iVar5 + 0x110) = 1;
00503450/raw_pointer_offset/034f11ca020a/1	00503450	CPanelTy::SetControlBoatSI	2	153	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	local_14 = (uint *)(uint)*(byte *)((int)this_00->field_0B1F + uVar14 + 0x89);
00503450/raw_pointer_offset/2576ce227275/1	00503450	CPanelTy::SetControlBoatSI	1	117	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	if (*(char *)((int)this_00->field_0B1F + uVar14 + 0x83) == '\0') goto LAB_005036ae;
00503450/raw_pointer_offset/7d4d4737d24c/1	00503450	CPanelTy::SetControlBoatSI	4	174	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(BITMAPINFO **)((int)local_9f8 + iVar10 * 0x17c + 0x124) = pBVar6;
00503450/raw_pointer_offset/a7e5d18b0da2/1	00503450	CPanelTy::SetControlBoatSI	5	175	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)local_9f8 + iVar10 * 0x17c + 0x128) = 0x3c;
00503450/raw_pointer_offset/baabb5b66bd6/1	00503450	CPanelTy::SetControlBoatSI	3	168	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)local_9f8 + local_2c * 0x17c + 0x110) = 1;
00503BB0/raw_pointer_offset/1bb44271ba46/1	00503BB0	CPanelTy::SetCmdBoat	1	110	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	bVar1 = *(byte *)((int)this_00->field_0B1F + param_1 + 0x83);
005061C0/raw_pointer_offset/b6ec739883d7/1	005061C0	CPanelTy::PaintCtrlObj	1	903	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)(this_00->field_09D9[5] + 8) + -0x21);
00507F60/raw_pointer_offset/b6ec739883d7/1	00507F60	CPanelTy::Update4PanelWB	1	834	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(int *)(this_00->field_09D9[5] + 8) + -0x21);
005097E0/raw_pointer_offset/2a096873ed0e/1	005097E0	CPanelTy::SetControlObj	1	197	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)local_b44 + iVar11 + 0x110) = 1;
0050C620/raw_pointer_offset/2c997f88abec/1	0050C620	CPanelTy::Update4PanelSI	1	596	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(int *)((int)this_00->field_0A15 + uVar6 * 0x27 + 0x19) = iVar10;
0050E7D0/raw_pointer_offset/3755adcb4ad0/1	0050E7D0	CPanelTy::SetControlObjSI	4	379	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	*(int *)(local_10 + 0xa2e) = iVar14;
0050E7D0/raw_pointer_offset/a5e90134e519/1	0050E7D0	CPanelTy::SetControlObjSI	2	217	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(BITMAPINFO **)((int)local_84c + iVar14 * 0x17c + 0x124) = pBVar7;
0050E7D0/raw_pointer_offset/c5bff94b01eb/1	0050E7D0	CPanelTy::SetControlObjSI	3	218	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)local_84c + iVar14 * 0x17c + 0x128) = 0x3c;
0050E7D0/raw_pointer_offset/e90ddc3278fa/1	0050E7D0	CPanelTy::SetControlObjSI	1	214	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	*(undefined4 *)((int)local_84c + local_28 * 0x17c + 0x110) = 1;
005105E0/raw_pointer_offset/eb86af2b9946/1	005105E0	FrmPanelTy::PaintBut	1	57	intentional_byte_cursor	the value is traversed as byte storage; semantic element identity is not independently proven	0	0	local_8 = (uint)(*(char *)(param_1->field_0010 + -0xbf04 + (int)local_14) != '\0');
00514BC0/raw_pointer_offset/4a2c088da5dd/1	00514BC0	HelpPanelTy::sub_00514BC0	1	151	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	LinkAct(this,*(int *)(this->field_01C7 + iVar6 + 9),*(int *)(this->field_01C7 + iVar6 + 0xd));
00518C20/raw_pointer_offset/8044475e28fd/1	00518C20	HelpPanelTy::SubProc	1	382	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	local_c = (*(int *)(&DAT_007dfc6c + param_1 * 4) < (int)(local_c + iVar13 * 2)) + 0x5613;
00518C20/raw_pointer_offset/85ee43224be9/1	00518C20	HelpPanelTy::SubProc	3	499	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	((bVar10 || ((&DAT_007bf678)[*(int *)(&DAT_007a8cf8 + param_1 * 4) * 3 + -0x1c2] != 0))))
00518C20/raw_pointer_offset/890e2a4f097b/1	00518C20	HelpPanelTy::SubProc	2	495	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	bVar10 = (&DAT_007bf678)[*(int *)(&DAT_007a8b18 + param_1 * 4) * 3 + -0x1c2] != 0;
0051A100/raw_pointer_offset/2798926546a9/1	0051A100	HelpPanelTy::ObjProc	3	477	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	bVar9 = (&DAT_007bf678)[*(int *)((int)&DAT_00792ca0 + local_18) * 3 + -0x1c2] != 0;
0051A100/raw_pointer_offset/64d1be27f01a/1	0051A100	HelpPanelTy::ObjProc	4	481	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	((bVar9 || ((&DAT_007bf678)[*(int *)((int)&DAT_00792cac + local_18) * 3 + -0x1c2] != 0)))
0051A100/raw_pointer_offset/73eae18c532e/1	0051A100	HelpPanelTy::ObjProc	2	434	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	iVar10 = *(int *)(&DAT_0079403c + (param_1 + -0x32) * 8);
0051A100/raw_pointer_offset/f419e0254146/1	0051A100	HelpPanelTy::ObjProc	1	429	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	if (*(int *)(&DAT_00793e2c + (param_1 + -0x32) * 8) == 0) {
0051DDD0/raw_pointer_offset/3541481a001a/1	0051DDD0	HelpPanelTy::GetMessage	2	828	packed_unaligned_or_union_view	the expression is a contained or unaligned storage view, not independent evidence for replacing the enclosing field	0	0	(*(int *)((message->arg2).u32 + 0x1c) != 1) + 1);
0051DDD0/raw_pointer_offset/5a4e925eba03/1	0051DDD0	HelpPanelTy::GetMessage	3	936	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	local_30 = *(int *)((int)local_10 + (uint)uVar21 * 0xd + 5) + 0x21 + this_00->field_003C;
0051DDD0/raw_pointer_offset/962e4cf90b13/1	0051DDD0	HelpPanelTy::GetMessage	1	505	packed_unaligned_or_union_view	the exact access is misaligned for its width; preserve the packed/unaligned per-use view until a complete union partition is proven	0	0	local_40 = *(int *)((int)local_8_mg0 + (uint)uVar21 * 0xd + 5) + 0x21 +
00520D10/raw_pointer_offset/946d1078e21b/1	00520D10	InfocPanelTy::PaintInfoc	1	226	insufficient_independent_evidence	a fixed offset is visible, but no unique owner, complete compatible layout, and independent typed boundary jointly prove a field	0	0	*(int *)(&this_00->field_0x1c0 + (uint)(byte)this_00->field_03D4 * 0x10) + 0x14);
0052AFE0/raw_pointer_offset/ec64e7c15f82/1	0052AFE0	CPanelTy::sub_0052AFE0	1	106	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(char)*(undefined2 *)(this->field_09C0[param_1 + 2] + 0x23),param_2,param_3,5,5,1);
0052B330/raw_pointer_offset/15fbfecb413e/1	0052B330	CPanelTy::sub_0052B330	1	85	array_or_pointer_walk	indexed or induction-variable addressing proves a walk, but not one fixed member or a unique public element type	0	0	(char)*(undefined2 *)(this->field_09C0[(byte)this->field_0DCC + 2] + 0x23),
