apply	owner	offset	offset_hex	count	element_size	total_size	element_type	proposed_type	proposed_name	bounded_sites	exact_loops	pointer_dereferences	confidence	reason	evidence_functions	evidence_sites
1	MTaskTy	657	0x291	5	4	20	/uint	array:5:/uint	array_0291	0	2	0	high	fixed member array from machine evidence: counts=[5], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005E0470 | 005E4570	005E0626 exact pointer walk count=5, stride=4, cursor_displacement=0 | 005E4A4A exact pointer walk count=5, stride=4, cursor_displacement=0
1	MTaskTy	677	0x2A5	5	4	20	/uint	array:5:/uint	array_02A5	0	3	0	high	fixed member array from machine evidence: counts=[5], bounded_sites=0, exact_loops=3, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005DFA30 | 005E0470 | 005E5720	005DFD76 exact pointer walk count=5, stride=4, cursor_displacement=0 | 005E05FD exact pointer walk count=5, stride=4, cursor_displacement=0 | 005E57FA exact pointer walk count=5, stride=4, cursor_displacement=-24
1	MainMenuTy	102	0x66	13	4	52	/uint	array:13:/uint	array_0066	0	2	0	high	fixed member array from machine evidence: counts=[13], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005B47E0 | 005B4860	005B47F9 exact pointer walk count=13, stride=4, cursor_displacement=0 | 005B4879 exact pointer walk count=13, stride=4, cursor_displacement=0
1	MainMenuTy	187	0xBB	13	507	6591	/SubmarineTitans/Recovered/InlineRecordArrays/MainMenuTy_Record_00BB_01FB	array:13:/SubmarineTitans/Recovered/InlineRecordArrays/MainMenuTy_Record_00BB_01FB	array_00BB	0	3	17	high	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=6, exact_loops=3, boundaries=[188, 231, 255, 372, 376, 380], access_offsets=17, typed_nested_objects=3	005B3160 | 005B3430 | 005B3D60 | 005B50E0	005B32EA record cursor owner+0xFF, stride=0x1FB, runtime_bound | 005B32F0 MOV EAX,dword ptr [ESI + -0x18] | 005B32F8 MOV ECX,dword ptr [ESI + 0x4] | 005B32FB MOV EDX,dword ptr [ESI] | 005B32FE MOV ECX,dword ptr [ESI + -0x14] | 005B3302 MOV EDX,dword ptr [ESI + 0x2c] | 005B3313 MOV EAX,dword ptr [ESI + 0x79] | 005B331B MOV ECX,dword ptr [ESI + 0x95] | 005B3321 MOV EDX,dword ptr [ESI + 0x91] | 005B3328 MOV ECX,dword ptr [ESI + 0x7d] | 005B332C MOV EDX,dword ptr [ESI + 0xbd] | 005B34B4 record cursor owner+0x178, stride=0x1FB, runtime_bound | 005B34BD MOV EDX,dword ptr [ESI + -0x51] | 005B34C0 MOV ECX,dword ptr [ESI + -0x55] | 005B34C9 MOV AL,byte ptr [ESI + 0xffffff43] | 005B34D3 MOV EAX,dword ptr [ESI] | 005B34DA MOV ECX,dword ptr [ESI + 0x44] | 005B34E4 MOV AL,byte ptr [ESI + 0xffffff6a] | 005B34EE MOV EAX,dword ptr [ESI + 0x91] | 005B34F9 MOV EDX,dword ptr [ESI + 0xd5] | 005B3506 MOV byte ptr [ESI + 0xffffff43],0x0 | 005B350D MOV EAX,dword ptr [ESI + 0xffffff73] | 005B3518 MOV dword ptr [ESI + 0xffffff73],EAX | 005B351E MOV ECX,dword ptr [ESI + 0xffffff6f] | 005B3529 MOV EDX,dword ptr [ESI + -0x75] | 005B352D MOV EDX,dword ptr [ESI + -0x79] | 005B3532 MOV EAX,dword ptr [ESI + -0x4d] | 005B358C record cursor owner+0xE7, stride=0x1FB, runtime_bound | 005B3592 MOV EAX,dword ptr [ESI] | 005B359A MOV EAX,dword ptr [ESI + 0x44] | 005B3D6F record cursor owner+0x17C, stride=0x1FB, exact_count=13 | 005B3D7A MOV dword ptr [EDX + 0xffffff40],0x0 | 005B3D84 MOV dword ptr [EDX],0x0 | 005B5128 record cursor owner+0x174, stride=0x1FB, exact_count=13 | 005B5139 typed nested receiver=/SpriteClassTy at owner+0xE3 | 005B5140 typed nested receiver=/SpriteClassTy at owner+0x174 | 005B514B typed nested receiver=/SpriteClassTy at owner+0x205 | 005B5176 record cursor owner+0xBC, stride=0x1FB, exact_count=13
1	MainMenuTy	6823	0x1AA7	10	4	40	/uint	array:10:/uint	array_1AA7	0	3	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=3, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005B2970 | 005B2F90 | 005B3160 | 005B48E0	005B2A77 MOV dword ptr [ESI + EDI*0x4 + 0x1aa7],EAX | 005B3059 exact pointer walk count=10, stride=4, cursor_displacement=0 | 005B32C1 exact pointer walk count=10, stride=4, cursor_displacement=0 | 005B4922 exact pointer walk count=10, stride=4, cursor_displacement=0
1	OptPanelTy	429	0x1AD	2	4	8	/uint	array:2:/uint	array_01AD	0	2	0	high	fixed member array from machine evidence: counts=[2], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	0052E8F0 | 0052F900	0052E9EA exact pointer walk count=2, stride=4, cursor_displacement=0 | 0052F993 exact pointer walk count=2, stride=4, cursor_displacement=0
1	OptPanelTy	437	0x1B5	10	4	40	/uint	array:10:/uint	array_01B5	0	2	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	0052E8F0 | 0052F900	0052E9C4 exact pointer walk count=10, stride=4, cursor_displacement=0 | 0052F973 exact pointer walk count=10, stride=4, cursor_displacement=0
1	PopUpTy	84	0x54	15	4	60	/uint	array:15:/uint	array_0054	0	2	0	high	fixed member array from machine evidence: counts=[15], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	0052D020 | 0052DB90	0052D053 exact pointer walk count=15, stride=4, cursor_displacement=0 | 0052DC34 exact pointer walk count=15, stride=4, cursor_displacement=60
1	PrividerTy	188	0xBC	13	507	6591	/SubmarineTitans/Recovered/InlineRecordArrays/PrividerTy_Record_00BC_01FB	array:13:/SubmarineTitans/Recovered/InlineRecordArrays/PrividerTy_Record_00BC_01FB	array_00BC	0	2	0	high	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3	005BD2E0	005BD32C record cursor owner+0x174, stride=0x1FB, exact_count=13 | 005BD33F typed nested receiver=/SpriteClassTy at owner+0xE3 | 005BD346 typed nested receiver=/SpriteClassTy at owner+0x174 | 005BD351 typed nested receiver=/SpriteClassTy at owner+0x205 | 005BD381 record cursor owner+0xBC, stride=0x1FB, exact_count=13
1	PrividerTy	7210	0x1C2A	22	4	88	/uint	array:22:/uint	array_1C2A	0	3	0	high	fixed member array from machine evidence: counts=[22], bounded_sites=0, exact_loops=3, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005B9B10 | 005BA560 | 005BC050 | 005BC5E0	005BA0A4 exact pointer walk count=22, stride=4, cursor_displacement=0 | 005BA67D exact pointer walk count=22, stride=4, cursor_displacement=0 | 005BC255 exact pointer walk count=22, stride=4, cursor_displacement=0 | 005BCF08 MOV ECX,dword ptr [ESI + EDX*0x4 + 0x1c2a]
1	SIDTy	188	0xBC	13	507	6591	/SubmarineTitans/Recovered/InlineRecordArrays/SIDTy_Record_00BC_01FB	array:13:/SubmarineTitans/Recovered/InlineRecordArrays/SIDTy_Record_00BC_01FB	array_00BC	0	2	0	high	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3	005D9F80	005D9FC8 record cursor owner+0x174, stride=0x1FB, exact_count=13 | 005D9FD9 typed nested receiver=/SpriteClassTy at owner+0xE3 | 005D9FE0 typed nested receiver=/SpriteClassTy at owner+0x174 | 005D9FEB typed nested receiver=/SpriteClassTy at owner+0x205 | 005DA016 record cursor owner+0xBC, stride=0x1FB, exact_count=13
1	SIDTy	6905	0x1AF9	2	4	8	/uint	array:2:/uint	array_1AF9	0	3	0	high	fixed member array from machine evidence: counts=[2], bounded_sites=0, exact_loops=3, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005D9470	005D9561 exact pointer walk count=2, stride=4, cursor_displacement=0 | 005D95FB exact pointer walk count=2, stride=4, cursor_displacement=0 | 005D971F exact pointer walk count=2, stride=4, cursor_displacement=0
1	STAllPlayersC	301	0x12D	2	4	8	pointer:/SubmarineTitans/Recovered/DArrayTy	array:2:pointer:/SubmarineTitans/Recovered/DArrayTy	array_012D	0	1	0	high	fixed member array from machine evidence: counts=[2], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy], exact_pointer_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy]	00422210	00422507 exact pointer walk count=2, stride=4, cursor_displacement=-8
1	STAllPlayersC	309	0x135	2	4	8	pointer:/SubmarineTitans/Recovered/DArrayTy	array:2:pointer:/SubmarineTitans/Recovered/DArrayTy	array_0135	0	2	0	high	fixed member array from machine evidence: counts=[2], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint, pointer:/SubmarineTitans/Recovered/DArrayTy], exact_pointer_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy]	004210E0 | 00422210	0042117D exact pointer walk count=2, stride=4, cursor_displacement=0 | 00422507 exact pointer walk count=2, stride=4, cursor_displacement=0
1	STAllPlayersC	317	0x13D	4	4	16	pointer:/SubmarineTitans/Recovered/DArrayTy	array:4:pointer:/SubmarineTitans/Recovered/DArrayTy	array_013D	0	1	0	high	fixed member array from machine evidence: counts=[4], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy], exact_pointer_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy]	00422210	00422578 exact pointer walk count=4, stride=4, cursor_displacement=-16
1	STAllPlayersC	333	0x14D	4	4	16	pointer:/SubmarineTitans/Recovered/DArrayTy	array:4:pointer:/SubmarineTitans/Recovered/DArrayTy	array_014D	0	2	0	high	fixed member array from machine evidence: counts=[4], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint, pointer:/SubmarineTitans/Recovered/DArrayTy], exact_pointer_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy]	004210E0 | 00422210	004211D9 exact pointer walk count=4, stride=4, cursor_displacement=0 | 00422578 exact pointer walk count=4, stride=4, cursor_displacement=0
1	STAllPlayersC	349	0x15D	5	4	20	pointer:/SubmarineTitans/Recovered/DArrayTy	array:5:pointer:/SubmarineTitans/Recovered/DArrayTy	array_015D	0	1	0	high	fixed member array from machine evidence: counts=[5], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy], exact_pointer_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy]	00422210	004225DC exact pointer walk count=5, stride=4, cursor_displacement=-20
1	STAllPlayersC	369	0x171	5	4	20	pointer:/SubmarineTitans/Recovered/DArrayTy	array:5:pointer:/SubmarineTitans/Recovered/DArrayTy	array_0171	0	2	0	high	fixed member array from machine evidence: counts=[5], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint, pointer:/SubmarineTitans/Recovered/DArrayTy], exact_pointer_candidates=[pointer:/SubmarineTitans/Recovered/DArrayTy]	004210E0 | 00422210	00421290 exact pointer walk count=5, stride=4, cursor_displacement=0 | 004225DC exact pointer walk count=5, stride=4, cursor_displacement=0
0	STAppC	4519	0x11A7	8	81	648	/SubmarineTitans/Recovered/InlineRecordArrays/STAppC_Record_11A7_0051	array:8:/SubmarineTitans/Recovered/InlineRecordArrays/STAppC_Record_11A7_0051	array_11A7	0	2	3	review	fixed inline record array from exact cursor loops: counts=[8], factory_counts=[], stride=0x51, loops=2, exact_loops=2, boundaries=[4519, 4553], access_offsets=3, typed_nested_objects=0; insufficient_record_semantics	0056EF50 | 0056F040	0056EFA7 record cursor owner+0x11C9, stride=0x51, exact_count=8 | 0056EFB2 MOV DL,byte ptr [EAX] | 0056EFB9 MOV BL,byte ptr [EAX + -0x1] | 0056EFC0 MOV BL,byte ptr [EAX + -0x22] | 0056EFCD MOV DL,byte ptr [EAX + -0x1] | 0056F04F record cursor owner+0x11A7, stride=0x51, exact_count=8 | 0056F055 MOV CL,byte ptr [EAX + 0x22] | 0056F062 MOV CL,byte ptr [EAX + 0x21] | 0056F06F CMP byte ptr [EAX],0x0 | 0056F074 MOV byte ptr [EAX],0x1
0	STBoatC	1561	0x619	7	8	56	/ulonglong	array:7:/ulonglong	array_0619	0	1	0	high	fixed member array from machine evidence: counts=[7], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/ulonglong], exact_pointer_candidates=[]; overlaps_array_0x635	004900E0	00490324 exact pointer walk count=7, stride=8, cursor_displacement=0
0	STBoatC	1589	0x635	7	8	56	/ulonglong	array:7:/ulonglong	array_0635	0	1	0	high	fixed member array from machine evidence: counts=[7], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/ulonglong], exact_pointer_candidates=[]; overlaps_array_0x619	004900E0	00490337 exact pointer walk count=7, stride=8, cursor_displacement=0
0	STBoatC	1643	0x66B	13	8	104	/ulonglong	array:13:/ulonglong	array_066B	0	1	0	high	fixed member array from machine evidence: counts=[13], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/ulonglong], exact_pointer_candidates=[]; overlaps_array_0x68B	004900E0	0049034C exact pointer walk count=13, stride=8, cursor_displacement=0
0	STBoatC	1675	0x68B	8	8	64	/ulonglong	array:8:/ulonglong	array_068B	0	1	0	high	fixed member array from machine evidence: counts=[8], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/ulonglong], exact_pointer_candidates=[]; overlaps_array_0x66B	004900E0	0049035F exact pointer walk count=8, stride=8, cursor_displacement=0
0	STBoatC	1705	0x6A9	7	8	56	/ulonglong	array:7:/ulonglong	array_06A9	0	1	0	high	fixed member array from machine evidence: counts=[7], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/ulonglong], exact_pointer_candidates=[]; overlaps_array_0x6CB	004900E0	00490374 exact pointer walk count=7, stride=8, cursor_displacement=0
0	STBoatC	1739	0x6CB	8	8	64	/ulonglong	array:8:/ulonglong	array_06CB	0	1	0	high	fixed member array from machine evidence: counts=[8], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/ulonglong], exact_pointer_candidates=[]; overlaps_array_0x6A9	004900E0	00490389 exact pointer walk count=8, stride=8, cursor_displacement=0
1	STManRub3C	48	0x30	8	4	32	/uint	array:8:/uint	array_0030	0	1	0	high	fixed member array from machine evidence: counts=[8], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	0062CF50 | 0062CF90	0062CF52 exact pointer walk count=8, stride=4, cursor_displacement=0 | 0062CFEA MOV ECX,dword ptr [EBX + EAX*0x4 + 0x30] | 0062D001 MOV dword ptr [EBX + ECX*0x4 + 0x30],EAX | 0062D007 MOV EAX,dword ptr [EBX + EDX*0x4 + 0x30] | 0062D044 MOV EDX,dword ptr [EBX + ECX*0x4 + 0x30]
1	SettMapMTy	188	0xBC	13	507	6591	/SubmarineTitans/Recovered/InlineRecordArrays/SettMapMTy_Record_00BC_01FB	array:13:/SubmarineTitans/Recovered/InlineRecordArrays/SettMapMTy_Record_00BC_01FB	array_00BC	0	2	0	high	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3	005D4B40	005D4B8C record cursor owner+0x174, stride=0x1FB, exact_count=13 | 005D4B9F typed nested receiver=/SpriteClassTy at owner+0xE3 | 005D4BA6 typed nested receiver=/SpriteClassTy at owner+0x174 | 005D4BB1 typed nested receiver=/SpriteClassTy at owner+0x205 | 005D4BE1 record cursor owner+0xBC, stride=0x1FB, exact_count=13
1	SettMapMTy	8076	0x1F8C	10	4	40	/uint	array:10:/uint	array_1F8C	0	2	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005CE0E0	005CE6DB exact pointer walk count=10, stride=4, cursor_displacement=0 | 005CEFE6 exact pointer walk count=10, stride=4, cursor_displacement=0
1	SettMapMTy	8396	0x20CC	10	4	40	/uint	array:10:/uint	array_20CC	0	2	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005C29B0 | 005D1400	005C3EE2 exact pointer walk count=10, stride=4, cursor_displacement=0 | 005C3F67 exact pointer walk count=10, stride=4, cursor_displacement=0 | 005D3C3B MOV EDX,dword ptr [EBX + ESI*0x4 + 0x20cc]
1	SettMapMTy	8485	0x2125	14	4	56	/uint	array:14:/uint	array_2125	0	1	0	high	fixed member array from machine evidence: counts=[14], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005CE0E0	005CEF9D exact pointer walk count=14, stride=4, cursor_displacement=0
1	SettMapTy	188	0xBC	13	507	6591	/SubmarineTitans/Recovered/InlineRecordArrays/SettMapTy_Record_00BC_01FB	array:13:/SubmarineTitans/Recovered/InlineRecordArrays/SettMapTy_Record_00BC_01FB	array_00BC	0	2	0	high	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3	005D77A0	005D77EC record cursor owner+0x174, stride=0x1FB, exact_count=13 | 005D77FF typed nested receiver=/SpriteClassTy at owner+0xE3 | 005D7806 typed nested receiver=/SpriteClassTy at owner+0x174 | 005D7811 typed nested receiver=/SpriteClassTy at owner+0x205 | 005D7841 record cursor owner+0xBC, stride=0x1FB, exact_count=13
1	SettMapTy	8032	0x1F60	7	4	28	/uint	array:7:/uint	array_1F60	0	2	0	high	fixed member array from machine evidence: counts=[7], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005C6030 | 005C6D40 | 005C8A40	005C6638 exact pointer walk count=7, stride=4, cursor_displacement=0 | 005C73AA exact pointer walk count=7, stride=4, cursor_displacement=0 | 005C8EDF MOV ECX,dword ptr [EBX + EAX*0x4 + 0x1f60]
1	SettMapTy	8076	0x1F8C	10	4	40	/uint	array:10:/uint	array_1F8C	0	1	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005C6D40	005C6DC3 exact pointer walk count=10, stride=4, cursor_displacement=0
1	SettMapTy	8396	0x20CC	10	4	40	/uint	array:10:/uint	array_20CC	0	2	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005C6030 | 005C6D40	005C61CC exact pointer walk count=10, stride=4, cursor_displacement=0 | 005C6F8B exact pointer walk count=10, stride=4, cursor_displacement=0
1	SettMapTy	8436	0x20F4	10	4	40	pointer:/void	array:10:pointer:/void	array_20F4	0	1	0	high	fixed member array from machine evidence: counts=[10], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[pointer:/void], exact_pointer_candidates=[]	005C4930	005C4C2B exact pointer walk count=10, stride=4, cursor_displacement=0
1	SettMapTy	8485	0x2125	14	4	56	/uint	array:14:/uint	array_2125	0	2	0	high	fixed member array from machine evidence: counts=[14], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005C6030 | 005C6D40	005C695F exact pointer walk count=14, stride=4, cursor_displacement=0 | 005C6FB2 exact pointer walk count=14, stride=4, cursor_displacement=0
1	StartSystemTy	580	0x244	6	4	24	/uint	array:6:/uint	array_0244	0	1	0	high	fixed member array from machine evidence: counts=[6], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	005DB2A0 | 005DB4F0	005DB2F1 exact pointer walk count=6, stride=4, cursor_displacement=0 | 005DB55C MOV dword ptr [ESI + EDI*0x4 + 0x244],EAX
1	TLOBaseTy	1248	0x4E0	40	4	160	/uint	array:40:/uint	array_04E0	0	1	0	high	fixed member array from machine evidence: counts=[40], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[/uint], exact_pointer_candidates=[]	004BEA70	004C0F32 exact pointer walk count=40, stride=4, cursor_displacement=0
0	UpgPanelTy	427	0x1AB	3	48	144	/SubmarineTitans/Recovered/InlineRecordArrays/UpgPanelTy_Record_01AB_0030	array:3:/SubmarineTitans/Recovered/InlineRecordArrays/UpgPanelTy_Record_01AB_0030	array_01AB	0	3	6	review	fixed inline record array from exact cursor loops: counts=[3], factory_counts=[], stride=0x30, loops=3, exact_loops=3, boundaries=[427, 571, 859], access_offsets=6, typed_nested_objects=0; insufficient_nonoverlapping_fields	00552BC0	00552C23 record cursor owner+0x1AB, stride=0x30, exact_count=3 | 00552C30 MOV EAX,dword ptr [ESI] | 00552C32 MOV CL,byte ptr [ESI] | 00552C3E MOV CL,byte ptr [ESI + 0x8] | 00552C89 record cursor owner+0x23B, stride=0x30, exact_count=3 | 00552CA2 MOV EDX,dword ptr [ESI] | 00552CA4 MOV AL,byte ptr [ESI] | 00552CB0 MOV CL,byte ptr [ESI + 0x8] | 00552D0D record cursor owner+0x35B, stride=0x30, exact_count=3 | 00552D1A MOV EDX,dword ptr [ESI] | 00552D1C MOV AL,byte ptr [ESI] | 00552D28 MOV CL,byte ptr [ESI + 0x8]
1	Visible	60	0x3C	4	4	16	pointer:/void	array:4:pointer:/void	array_003C	0	1	0	high	fixed member array from machine evidence: counts=[4], bounded_sites=0, exact_loops=1, pointer_dereferences=0, element_candidates=[pointer:/void], exact_pointer_candidates=[]	005585F0	0055875F exact pointer walk count=4, stride=4, cursor_displacement=0
1	VisibleClassTy	60	0x3C	4	4	16	pointer:/void	array:4:pointer:/void	array_003C	0	2	0	high	fixed member array from machine evidence: counts=[4], bounded_sites=0, exact_loops=2, pointer_dereferences=0, element_candidates=[pointer:/void], exact_pointer_candidates=[pointer:/void]	005578D0 | 00558140	005579E8 exact pointer walk count=4, stride=4, cursor_displacement=0 | 005581FB exact pointer walk count=4, stride=4, cursor_displacement=0
1	VisibleClassTy	116	0x74	8	4	32	pointer:/byte	array:8:pointer:/byte	array_0074	5	1	6	high	fixed member array from machine evidence: counts=[8], bounded_sites=5, exact_loops=1, pointer_dereferences=6, element_candidates=[pointer:/byte, pointer:/void], exact_pointer_candidates=[]	00558140 | 00559B30 | 00559D60	0055818E exact pointer walk count=8, stride=4, cursor_displacement=0 | 00559B7E MOV ECX,dword ptr [EDI + EAX*0x4 + 0x74] | 00559BC6 MOV dword ptr [EDI + ECX*0x4 + 0x74],EAX | 00559CAB ADD EDX,dword ptr [EDI + ECX*0x4 + 0x74] | 00559CAF element pointee width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 00559CAF loaded element dereferenced with width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 00559CBB element pointee width=1: MOV byte ptr [EDX],CL | 00559DAA MOV EDX,dword ptr [ECX + EAX*0x4 + 0x74] | 00559E2C ADD EBX,dword ptr [EDX + ECX*0x4 + 0x74] | 00559E30 element pointee width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 00559E30 loaded element dereferenced with width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 00559E3C element pointee width=1: MOV byte ptr [EDX],CL
1	VisibleClassTy	148	0x94	8	4	32	pointer:/byte	array:8:pointer:/byte	array_0094	5	1	6	high	fixed member array from machine evidence: counts=[8], bounded_sites=5, exact_loops=1, pointer_dereferences=6, element_candidates=[pointer:/byte, pointer:/void], exact_pointer_candidates=[]	00558140 | 00559EC0 | 0055A110	005581A7 exact pointer walk count=8, stride=4, cursor_displacement=0 | 00559F0E MOV ECX,dword ptr [EDI + EAX*0x4 + 0x94] | 00559F59 MOV dword ptr [EDI + ECX*0x4 + 0x94],EAX | 0055A041 ADD EDX,dword ptr [EDI + ECX*0x4 + 0x94] | 0055A048 element pointee width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 0055A048 loaded element dereferenced with width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 0055A054 element pointee width=1: MOV byte ptr [EDX],CL | 0055A15A MOV EDX,dword ptr [ECX + EAX*0x4 + 0x94] | 0055A1DF ADD EBX,dword ptr [EDX + ECX*0x4 + 0x94] | 0055A1E6 element pointee width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 0055A1E6 loaded element dereferenced with width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 0055A1F2 element pointee width=1: MOV byte ptr [EDX],CL
1	VisibleClassTy	180	0xB4	8	4	32	pointer:/byte	array:8:pointer:/byte	array_00B4	5	1	6	high	fixed member array from machine evidence: counts=[8], bounded_sites=5, exact_loops=1, pointer_dereferences=6, element_candidates=[pointer:/byte, pointer:/void], exact_pointer_candidates=[]	00558140 | 0055A270 | 0055A4C0	005581C3 exact pointer walk count=8, stride=4, cursor_displacement=0 | 0055A2BE MOV ECX,dword ptr [EDI + EAX*0x4 + 0xb4] | 0055A309 MOV dword ptr [EDI + ECX*0x4 + 0xb4],EAX | 0055A3F1 ADD EDX,dword ptr [EDI + ECX*0x4 + 0xb4] | 0055A3F8 element pointee width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 0055A3F8 loaded element dereferenced with width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 0055A404 element pointee width=1: MOV byte ptr [EDX],CL | 0055A50A MOV EDX,dword ptr [ECX + EAX*0x4 + 0xb4] | 0055A58F ADD EBX,dword ptr [EDX + ECX*0x4 + 0xb4] | 0055A596 element pointee width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 0055A596 loaded element dereferenced with width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 0055A5A2 element pointee width=1: MOV byte ptr [EDX],CL
1	VisibleClassTy	212	0xD4	8	4	32	pointer:/byte	array:8:pointer:/byte	array_00D4	5	1	6	high	fixed member array from machine evidence: counts=[8], bounded_sites=5, exact_loops=1, pointer_dereferences=6, element_candidates=[pointer:/byte, pointer:/void], exact_pointer_candidates=[]	00558140 | 0055A620 | 0055A870	005581DF exact pointer walk count=8, stride=4, cursor_displacement=0 | 0055A66E MOV ECX,dword ptr [EDI + EAX*0x4 + 0xd4] | 0055A6B9 MOV dword ptr [EDI + ECX*0x4 + 0xd4],EAX | 0055A7A1 ADD EDX,dword ptr [EDI + ECX*0x4 + 0xd4] | 0055A7A8 element pointee width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 0055A7A8 loaded element dereferenced with width=1: MOV CL,byte ptr [EDX + ESI*0x1] | 0055A7B4 element pointee width=1: MOV byte ptr [EDX],CL | 0055A8BA MOV EDX,dword ptr [ECX + EAX*0x4 + 0xd4] | 0055A93F ADD EBX,dword ptr [EDX + ECX*0x4 + 0xd4] | 0055A946 element pointee width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 0055A946 loaded element dereferenced with width=1: MOV CL,byte ptr [EBX + ESI*0x1] | 0055A952 element pointee width=1: MOV byte ptr [EDX],CL
