apply	shape_id	offset	size	proposed_name	proposed_type	evidence_count	reason
1	AnonShape_004455C0_21A6F7E8	28	2	field_001C	/short	1	fixed-offset dereference; observed_types={/short=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004455C0_21A6F7E8	30	2	field_001E	/short	1	fixed-offset dereference; observed_types={/short=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004455C0_21A6F7E8	32	2	field_0020	/short	1	fixed-offset dereference; observed_types={/short=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004455C0_21A6F7E8	36	2	field_0024	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004455C0_E4BAA5BB	50	2	field_0032	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00446F80_A0CAAEC9	12	4	field_000C	pointer:/SubmarineTitans/Recovered/DArrayTy	8	fixed-offset dereference; observed_types={pointer:/SubmarineTitans/Recovered/DArrayTy=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0044C720_4F46D223	2	1	field_0002	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0044EE30_EE4C3745	493	4	field_01ED	/int	1	fixed-offset dereference; observed_types={/int=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0044EE30_FA5EDDE4	69	4	field_0045	/int	1	fixed-offset dereference; observed_types={/int=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00465C60_DB7C2FF2	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0046B100_089D1DB7	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=3}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0046D450_8B5E5FB7	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0046F5C0_EFC9CE7A	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004732F0_1A619A53	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004749C0_DF1CD93E	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00475530_FF3F64E3	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00479600_8279CCA0	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0047DA50_35D47DA7	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_0047DF00_3F56D530	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00480600_F56FAE0D	4	2	field_0004	/ushort	1	fixed-offset dereference; observed_types={/ushort=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00483300_532AD888	2	2	field_0002	/ushort	1	fixed-offset dereference; observed_types={/ushort=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004845E0_967D2F03	32	4	field_0020	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00486E20_EA4891D8	16	4	field_0010	/undefined4	1	fixed-offset dereference; observed_types={}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00497E00_1016C93D	56	4	field_0038	/uint	1	fixed-offset dereference; observed_types={/uint=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_00497E00_1016C93D	60	4	field_003C	/uint	1	fixed-offset dereference; observed_types={/uint=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	172	2	field_00AC	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	174	4	field_00AE	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	186	2	field_00BA	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	188	2	field_00BC	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	190	2	field_00BE	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	192	2	field_00C0	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	194	2	field_00C2	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	196	2	field_00C4	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	198	4	field_00C6	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	210	4	field_00D2	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	214	4	field_00D6	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	226	2	field_00E2	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	228	2	field_00E4	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	230	2	field_00E6	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	232	2	field_00E8	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	234	2	field_00EA	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	236	2	field_00EC	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	238	4	field_00EE	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	242	4	field_00F2	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	254	2	field_00FE	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	256	2	field_0100	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	258	2	field_0102	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	260	2	field_0104	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	262	2	field_0106	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	264	2	field_0108	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	297	4	field_0129	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	301	2	field_012D	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	303	4	field_012F	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	315	4	field_013B	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	327	2	field_0147	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	329	2	field_0149	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	331	2	field_014B	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	333	2	field_014D	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	335	2	field_014F	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	337	2	field_0151	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	339	4	field_0153	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_005EFAE0_855D930D	1	fixed-offset dereference; observed_types={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_005EFAE0_855D930D=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	343	2	field_0157	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	345	2	field_0159	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	347	2	field_015B	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	349	4	field_015D	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	353	4	field_0161	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	357	2	field_0165	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	359	4	field_0167	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	363	2	field_016B	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	365	4	field_016D	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	369	2	field_0171	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	371	1	field_0173	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	380	2	field_017C	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	382	4	field_017E	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	386	4	field_0182	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	390	4	field_0186	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	394	4	field_018A	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	398	4	field_018E	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	402	2	field_0192	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	408	2	field_0198	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	410	4	field_019A	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	414	2	field_019E	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	420	1	field_01A4	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	517	4	field_0205	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	521	4	field_0209	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	525	4	field_020D	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	537	4	field_0219	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	565	4	field_0235	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	569	4	field_0239	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	573	4	field_023D	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	577	4	field_0241	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	581	4	field_0245	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	585	4	field_0249	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	589	4	field_024D	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	601	2	field_0259	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	603	2	field_025B	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	605	2	field_025D	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	607	2	field_025F	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	609	2	field_0261	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	611	2	field_0263	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	613	4	field_0265	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	617	4	field_0269	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	629	2	field_0275	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	631	2	field_0277	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	633	2	field_0279	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	635	2	field_027B	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	637	2	field_027D	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	639	2	field_027F	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	676	2	field_02A4	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	678	4	field_02A6	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	690	4	field_02B2	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	694	4	field_02B6	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	698	2	field_02BA	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	704	2	field_02C0	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	706	4	field_02C2	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	710	4	field_02C6	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	714	2	field_02CA	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	720	2	field_02D0	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	722	4	field_02D2	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	726	4	field_02D6	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	730	2	field_02DA	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	732	1	field_02DC	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	733	4	field_02DD	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	737	4	field_02E1	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	741	2	field_02E5	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	743	4	field_02E7	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	747	4	field_02EB	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	751	4	field_02EF	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	755	4	field_02F3	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	759	4	field_02F7	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	763	2	field_02FB	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	765	4	field_02FD	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	769	4	field_0301	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	773	2	field_0305	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	775	4	field_0307	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	779	4	field_030B	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	783	4	field_030F	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	787	4	field_0313	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	791	4	field_0317	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	795	2	field_031B	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004A67A0_A306B52D	797	4	field_031D	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004B7750_036B0501	601	4	field_0259	/SubmarineTitans/Recovered/Enums/Global_sub_004B7520_param_2Enum	1	fixed-offset dereference; observed_types={/SubmarineTitans/Recovered/Enums/Global_sub_004B7520_param_2Enum=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004B9FA0_720E2108	50	2	field_0032	/word	1	fixed-offset dereference; observed_types={/word=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	1	1	field_0001	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	2	1	field_0002	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	3	4	field_0003	/SubmarineTitans/Recovered/Enums/TLOBaseTy_field_05ACState	1	fixed-offset dereference; observed_types={/SubmarineTitans/Recovered/Enums/TLOBaseTy_field_05ACState=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	7	1	field_0007	/byte	1	fixed-offset dereference; observed_types={/byte=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	27	1	field_001B	/char	1	fixed-offset dereference; observed_types={/char=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	28	1	field_001C	/char	1	fixed-offset dereference; observed_types={/char=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	29	1	field_001D	/undefined1	1	fixed-offset dereference; observed_types={/undefined1=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	30	2	field_001E	/short	1	fixed-offset dereference; observed_types={/short=4, /undefined2=5}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	32	2	field_0020	/short	1	fixed-offset dereference; observed_types={/short=1, /undefined2=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	34	2	field_0022	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	36	2	field_0024	/short	1	fixed-offset dereference; observed_types={/short=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	38	2	field_0026	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=6}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004BE6C0_9ED8AEDF	40	2	field_0028	/undefined2	1	fixed-offset dereference; observed_types={/undefined2=2}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004C2840_1C2F2EEB	8	1	field_0008	/byte	1	fixed-offset dereference; observed_types={/byte=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004C2C10_99EB57EC	24	4	field_0018	/undefined4	1	fixed-offset dereference; observed_types={/undefined4=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
1	AnonShape_004C3C00_A7B0A4C0	24	4	field_0018	/int	1	fixed-offset dereference; observed_types={/int=1}; exact_widths={}; indexed_strides={}; semantic_roles={}
